A10,0.3288,0.3462,0.3744,0.4023,0.44,0.4822,0.5259,0.5675,0.6099,0.6513,0.6979,0.7419,0.7921,0.8373,0.8855,0.9291,0.978,1.0225,1.0716,1.1211,1.1755,1.2247,1.2667,1.3136,1.3643,1.4117,1.4608,1.5032,1.5545,1.5893,1.6259,1.6563,1.6755,1.6914,1.711,1.7228,1.7337,1.7437,1.7511,1.7601,1.7676,1.7742,1.7817,1.7865,1.7934,1.7973,1.8017,1.8042,1.8083,1.8078,1.8067,1.8068,1.8072,1.8111,1.8114,1.8124,1.817,1.8192,1.8214,1.8218,1.8223,1.8246,1.8238,1.8248,1.8239,1.8241,1.8257,1.8266,1.8273,1.8273,1.8278,1.8243,1.8219,1.825,1.8239,1.8227,1.8227,1.8199,1.8144,1.8137,1.8125,1.8121,1.8073,1.8075,1.8071,1.8103,1.8115,1.8134,1.81,1.8101,1.8106,1.8109,1.8079,1.8062,1.8047,1.8048,1.8038,1.8025,1.8038,1.8023,1.8031,1.8005,1.8001,1.7991,1.798,1.7978,1.7972,1.7966,1.7947,1.7944,1.795,1.7936,1.7937,1.794,1.7932,1.7924,1.793,1.7935,1.7928,1.7922,1.7927,1.7918,1.7906,1.7904,1.7883,1.7877
A11,0.359,0.3823,0.4156,0.4552,0.4992,0.5492,0.6005,0.6501,0.6916,0.7378,0.7844,0.8332,0.8786,0.9255,0.9692,0.9987,1.0311,1.065,1.0918,1.1297,1.1553,1.1811,1.206,1.2322,1.255,1.2771,1.3131,1.3597,1.3964,1.4147,1.4287,1.4478,1.4602,1.4797,1.5084,1.5235,1.5368,1.5498,1.5577,1.5673,1.5767,1.5844,1.5913,1.5976,1.6057,1.6076,1.6121,1.6158,1.6183,1.6223,1.6253,1.6285,1.6319,1.6356,1.6404,1.645,1.6483,1.6584,1.6579,1.6607,1.663,1.6608,1.6565,1.6542,1.6576,1.6636,1.6677,1.6737,1.6866,1.7039,1.7075,1.7155,1.7186,1.7257,1.7284,1.7284,1.7295,1.7308,1.7294,1.731,1.7293,1.7281,1.7265,1.7241,1.7244,1.7212,1.7188,1.7177,1.714,1.714,1.7117,1.709,1.7077,1.707,1.7012,1.6953,1.6918,1.6818,1.6734,1.6679,1.6657,1.6587,1.6525,1.6475,1.6446,1.6391,1.6347,1.635,1.6334,1.6315,1.6315,1.6321,1.6294,1.6285,1.626,1.6239,1.625,1.6233,1.6213,1.6201,1.6216,1.6186,1.6195,1.6219,1.6187,1.6117
A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2,0.2589,0.2648,0.2721,0.2657,0.2746,0.2729,0.2904,0.3152,0.3404,0.3683,0.3993,0.4211,0.4544,0.5007,0.5387,0.5795,0.6513,0.6916,0.7341,0.7918,0.8327,0.8614,0.9123,0.9706,1.005,1.0516,1.0907,1.1336,1.1733,1.2045,1.212,1.2352,1.2373,1.2731,1.299,1.3265,1.359,1.3705,1.3841,1.3955,1.3916,1.3997,1.421,1.4148,1.4386,1.427,1.4355,1.4348,1.4336,1.4351,1.4414,1.4402,1.4393,1.4386,1.4398,1.4288,1.4362,1.4334,1.4316,1.428,1.4266,1.4267,1.4283,1.4335,1.4427,1.4511,1.4684,1.4795,1.4888,1.5004,1.5058,1.517,1.5157,1.5182,1.5196,1.5063,1.5038,1.5052,1.5059,1.5011,1.49,1.447,1.491,1.5014,1.4586,1.4568,1.4846,1.4752,1.4666,1.4642,1.4703,1.458,1.4675,1.4653,1.4627,1.4526,1.4532,1.4528,1.4602,1.4587,1.4464,1.4592,1.4484,1.455,1.4401,1.4393,1.4596,1.434,1.4432,1.4348,1.4399,1.4457,1.4511,1.4461,1.4428,1.3083,1.4484,1.3225,1.4472,1.4198,1.4268,1.4124,1.4278,1.4118,1.3884,1.4411
B3,0.1975,0.2137,0.2298,0.2466,0.2685,0.2964,0.3267,0.3625,0.4016,0.4422,0.4848,0.5312,0.5812,0.6284,0.6772,0.7291,0.765,0.8033,0.8451,0.8897,0.935,0.9787,1.0266,1.066,1.1013,1.1345,1.1667,1.1857,1.2047,1.2306,1.2574,1.2858,1.307,1.3279,1.348,1.3655,1.3833,1.3974,1.411,1.4231,1.4355,1.4459,1.4548,1.4635,1.4737,1.4851,1.4975,1.5108,1.5182,1.5166,1.5104,1.5032,1.4996,1.494,1.4921,1.4919,1.4904,1.4877,1.4867,1.4825,1.4812,1.4805,1.4773,1.4771,1.4742,1.4706,1.4756,1.4749,1.4778,1.48,1.4823,1.4808,1.4807,1.4805,1.4849,1.4895,1.4892,1.483,1.4835,1.4828,1.4794,1.4886,1.4883,1.4887,1.4896,1.4863,1.4852,1.4828,1.4806,1.4758,1.4691,1.4638,1.4596,1.4554,1.4517,1.4503,1.4457,1.4415,1.4399,1.4364,1.4347,1.4333,1.431,1.4292,1.4275,1.4262,1.4232,1.4216,1.421,1.4185,1.4163,1.4161,1.4134,1.4104,1.4097,1.407,1.405,1.4039,1.4041,1.4026,1.4009,1.399,1.3973,1.3962,1.3954,1.3914
B4,0.1294,0.1325,0.1361,0.1394,0.1435,0.1474,0.152,0.1568,0.1634,0.1697,0.1799,0.1863,0.1945,0.2018,0.2121,0.2227,0.233,0.247,0.2618,0.2766,0.2914,0.3097,0.3268,0.3454,0.3614,0.3817,0.4004,0.4221,0.4461,0.4759,0.5068,0.5415,0.5801,0.6199,0.6577,0.6923,0.7273,0.7604,0.7851,0.8059,0.8297,0.8563,0.8868,0.9149,0.9424,0.9682,0.995,1.0196,1.0477,1.0742,1.0986,1.1188,1.1402,1.157,1.1738,1.1894,1.2015,1.2018,1.2027,1.2014,1.2034,1.2068,1.2149,1.2209,1.2288,1.2404,1.2497,1.261,1.2684,1.2777,1.2842,1.2913,1.3045,1.3112,1.317,1.3256,1.3355,1.3447,1.3585,1.3701,1.3774,1.3876,1.4028,1.4039,1.4116,1.4181,1.4246,1.4305,1.4342,1.4362,1.4415,1.4444,1.4465,1.4461,1.4446,1.4473,1.444,1.4412,1.4435,1.4437,1.441,1.4406,1.4405,1.4377,1.4335,1.4339,1.4296,1.4278,1.4302,1.4268,1.4347,1.4383,1.4313,1.4208,1.4231,1.4247,1.4226,1.4293,1.424,1.4122,1.4022,1.4015,1.3974,1.3887,1.3855,1.3776
B5,0.3017,0.3274,0.3643,0.3982,0.4299,0.4701,0.5199,0.5701,0.6181,0.6664,0.7171,0.7672,0.8211,0.8752,0.9348,0.9765,1.0189,1.062,1.1086,1.1571,1.205,1.2512,1.2952,1.3349,1.3759,1.4138,1.4458,1.4786,1.5088,1.5326,1.5575,1.5821,1.599,1.6176,1.6391,1.6513,1.661,1.6683,1.6756,1.6814,1.6893,1.6947,1.7037,1.7083,1.7147,1.7202,1.726,1.7291,1.7347,1.739,1.7452,1.7484,1.7554,1.7593,1.7644,1.772,1.7744,1.7784,1.7822,1.7861,1.7898,1.7919,1.7932,1.7952,1.7966,1.7975,1.7993,1.7995,1.8008,1.8014,1.8031,1.8033,1.8051,1.805,1.8058,1.8078,1.8088,1.8082,1.81,1.8108,1.8093,1.8112,1.8111,1.8105,1.8096,1.8079,1.8078,1.8075,1.8053,1.8027,1.8024,1.8005,1.7998,1.7971,1.7952,1.796,1.793,1.7918,1.7907,1.788,1.7868,1.7855,1.7854,1.7826,1.7823,1.7809,1.7792,1.7778,1.7779,1.7765,1.7765,1.7761,1.7753,1.7732,1.7737,1.7727,1.7709,1.7717,1.7712,1.7699,1.7692,1.7699,1.7688,1.7688,1.7681,1.7672
B6,0.2759,0.295,0.3201,0.3453,0.3726,0.4021,0.4342,0.4681,0.5011,0.5324,0.5597,0.592,0.6189,0.6478,0.6794,0.7141,0.7501,0.7851,0.8222,0.8637,0.8892,0.9134,0.9443,0.9701,1.0042,1.032,1.0618,1.0915,1.1213,1.1505,1.1874,1.2211,1.2393,1.2464,1.2627,1.2819,1.3006,1.3198,1.3437,1.3683,1.39,1.4132,1.4359,1.458,1.4784,1.4921,1.5126,1.5221,1.5368,1.552,1.5656,1.575,1.5822,1.5875,1.5912,1.5956,1.5995,1.6018,1.6066,1.6093,1.6114,1.6131,1.6162,1.6192,1.6223,1.6237,1.6311,1.6323,1.6374,1.6436,1.6469,1.6512,1.6579,1.6626,1.6691,1.6741,1.6814,1.6872,1.694,1.6979,1.7002,1.7071,1.7157,1.723,1.7319,1.7384,1.7463,1.7511,1.7536,1.759,1.76,1.7613,1.7638,1.7646,1.7662,1.7678,1.7667,1.7682,1.7693,1.7678,1.769,1.7684,1.7675,1.7675,1.7674,1.7676,1.7662,1.7652,1.7658,1.7684,1.7656,1.7662,1.7653,1.7644,1.7634,1.7635,1.7631,1.7617,1.7607,1.7608,1.7592,1.7591,1.758,1.7556,1.7551,1.7549
B7,0.1719,0.1831,0.1964,0.2052,0.2161,0.2292,0.2473,0.269,0.2942,0.3261,0.3618,0.3934,0.4306,0.4664,0.5072,0.554,0.5972,0.6459,0.6961,0.7327,0.765,0.8009,0.8473,0.8984,0.945,0.9827,1.021,1.0537,1.0841,1.1144,1.1392,1.1522,1.1626,1.1806,1.2093,1.2341,1.2531,1.2736,1.2974,1.3086,1.3204,1.3309,1.3447,1.3552,1.3668,1.3804,1.3917,1.4027,1.4148,1.4257,1.4356,1.4483,1.4575,1.4623,1.4679,1.4695,1.473,1.4768,1.4802,1.4808,1.4852,1.4872,1.4901,1.4962,1.5045,1.508,1.5159,1.5256,1.5338,1.5419,1.5522,1.5572,1.5642,1.5711,1.5745,1.5743,1.5763,1.5769,1.5769,1.5783,1.5783,1.5799,1.5813,1.5809,1.5805,1.5789,1.5776,1.5779,1.5755,1.573,1.5689,1.5657,1.5621,1.5578,1.5535,1.5493,1.545,1.5419,1.5388,1.5348,1.5315,1.5303,1.5279,1.525,1.5239,1.5228,1.5221,1.5221,1.5202,1.5175,1.5172,1.5176,1.516,1.5148,1.5142,1.5134,1.5124,1.5114,1.5112,1.5085,1.5079,1.5075,1.5068,1.506,1.5053,1.5025
B8,0.4349,0.4598,0.4891,0.5126,0.5285,0.5609,0.5883,0.6426,0.6945,0.7422,0.7954,0.8559,0.9228,0.9847,1.0388,1.0702,1.0893,1.1219,1.1511,1.177,1.2057,1.2374,1.2665,1.2929,1.317,1.3377,1.3504,1.3622,1.3838,1.4046,1.4219,1.4376,1.4524,1.4642,1.4768,1.4856,1.4957,1.5042,1.514,1.5246,1.5341,1.5431,1.5536,1.5626,1.571,1.5753,1.5792,1.5826,1.5879,1.5938,1.5992,1.606,1.6127,1.6185,1.6242,1.6322,1.6366,1.6411,1.6465,1.6515,1.6557,1.6586,1.6625,1.6673,1.6704,1.6741,1.6779,1.6796,1.6833,1.6853,1.6872,1.688,1.6888,1.6905,1.69,1.6902,1.6872,1.6865,1.6857,1.6834,1.6801,1.6799,1.6768,1.675,1.6719,1.6668,1.6638,1.6613,1.6591,1.657,1.6549,1.6541,1.6538,1.6518,1.6511,1.6505,1.6487,1.6469,1.646,1.644,1.6435,1.6403,1.6373,1.6328,1.6307,1.6304,1.6296,1.6281,1.6281,1.6279,1.6279,1.6274,1.6265,1.626,1.6252,1.6243,1.6234,1.6229,1.6226,1.6213,1.6218,1.6207,1.6209,1.62,1.62,1.6191
B9,0.2439,0.3006,0.3574,0.4194,0.4733,0.5268,0.5843,0.625,0.6709,0.7222,0.7755,0.8113,0.8554,0.8968,0.9275,0.9596,0.9976,1.0379,1.0817,1.1209,1.1605,1.1959,1.2324,1.272,1.3085,1.3439,1.3725,1.3929,1.4085,1.4207,1.4319,1.4423,1.4487,1.4533,1.4611,1.47,1.4785,1.4832,1.4927,1.5011,1.5093,1.5157,1.5253,1.5345,1.5419,1.5481,1.5497,1.5456,1.5451,1.5404,1.538,1.5362,1.5348,1.5304,1.5305,1.532,1.5334,1.5353,1.539,1.537,1.5406,1.5436,1.5449,1.5485,1.5513,1.5539,1.5626,1.5699,1.5809,1.589,1.5974,1.6067,1.6103,1.6168,1.6206,1.6227,1.6264,1.6288,1.6329,1.6331,1.634,1.6372,1.6383,1.6398,1.6379,1.6382,1.6388,1.6394,1.6391,1.6378,1.6398,1.6363,1.6363,1.6348,1.6328,1.6326,1.6303,1.6281,1.6279,1.6224,1.6217,1.6198,1.6187,1.6149,1.611,1.6051,1.6013,1.5963,1.5942,1.5925,1.5893,1.5861,1.5832,1.5808,1.58,1.5783,1.5773,1.5787,1.5769,1.5765,1.5756,1.5757,1.5742,1.5728,1.5732,1.5731
B10,0.2714,0.3093,0.3524,0.3961,0.4359,0.4792,0.5265,0.5725,0.6193,0.6733,0.7262,0.7775,0.8227,0.8695,0.9132,0.9646,1.0007,1.0373,1.0799,1.1251,1.1669,1.209,1.2552,1.2967,1.3352,1.3729,1.4082,1.4381,1.4659,1.489,1.5095,1.5226,1.5435,1.5722,1.6021,1.6261,1.643,1.6519,1.6647,1.6757,1.6859,1.6939,1.702,1.7079,1.7104,1.7115,1.7129,1.7125,1.7153,1.7171,1.7203,1.7214,1.7272,1.7294,1.7326,1.7379,1.7406,1.7405,1.7453,1.7482,1.7512,1.7546,1.7562,1.7595,1.7607,1.7612,1.7636,1.7641,1.7651,1.7658,1.768,1.771,1.7691,1.7732,1.7745,1.7727,1.7725,1.7712,1.7765,1.7755,1.7759,1.7792,1.779,1.7788,1.7776,1.7778,1.7803,1.7803,1.775,1.7754,1.7746,1.7712,1.7712,1.763,1.7625,1.7648,1.7619,1.7567,1.7507,1.7476,1.7484,1.7457,1.7431,1.7412,1.7413,1.7401,1.7384,1.7344,1.7356,1.7339,1.7325,1.7333,1.7322,1.7316,1.7318,1.7291,1.7299,1.7302,1.728,1.7285,1.7276,1.7271,1.7267,1.7249,1.724,1.7237
B11,0.3374,0.363,0.3835,0.412,0.4468,0.4902,0.5381,0.582,0.6162,0.6539,0.6937,0.7369,0.7838,0.8306,0.87,0.9225,0.9506,0.9847,1.0181,1.0536,1.0896,1.1285,1.158,1.1889,1.2154,1.2475,1.2849,1.3291,1.3647,1.3902,1.4187,1.4499,1.4814,1.4995,1.5274,1.5562,1.5747,1.592,1.6063,1.6183,1.6326,1.6417,1.654,1.6642,1.6732,1.6833,1.6937,1.6992,1.705,1.7104,1.7153,1.7197,1.7236,1.7267,1.7304,1.7346,1.734,1.7348,1.7339,1.7342,1.7332,1.7301,1.7276,1.7249,1.7221,1.7178,1.7156,1.7122,1.7084,1.7057,1.7011,1.6955,1.6907,1.6858,1.6811,1.6767,1.6713,1.6697,1.6631,1.6566,1.6542,1.6518,1.6471,1.6509,1.6501,1.6587,1.6539,1.6457,1.6381,1.6367,1.6358,1.6122,1.6044,1.6015,1.5986,1.5951,1.593,1.5925,1.5829,1.5816,1.5765,1.5752,1.5724,1.5711,1.573,1.568,1.5656,1.5654,1.562,1.5597,1.5584,1.5541,1.5525,1.5504,1.5477,1.5478,1.5461,1.5434,1.5421,1.5395,1.5397,1.5372,1.5373,1.5368,1.5337,1.5304
B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2,0.1151,0.118,0.1214,0.1257,0.1304,0.1369,0.1432,0.1506,0.1587,0.1689,0.1809,0.195,0.2108,0.2255,0.2462,0.2719,0.294,0.3193,0.3506,0.3834,0.4235,0.4679,0.5177,0.5673,0.6195,0.6608,0.6954,0.7347,0.7872,0.8432,0.8986,0.9415,0.9803,1.0075,1.0508,1.0909,1.1133,1.1203,1.1354,1.1721,1.2019,1.2255,1.2635,1.2935,1.3089,1.3292,1.3389,1.3484,1.3843,1.4655,1.4395,1.4413,1.4738,1.4603,1.4886,1.4822,1.499,1.4882,1.5063,1.4153,1.5006,1.5093,1.5059,1.5121,1.5014,1.5418,1.5233,1.5317,1.5419,1.5398,1.5462,1.5459,1.5482,1.5493,1.5469,1.5403,1.5388,1.533,1.5305,1.5296,1.5362,1.5304,1.5216,1.5278,1.5274,1.5159,1.5011,1.4926,1.5029,1.4983,1.4934,1.4839,1.4639,1.4502,1.4578,1.4481,1.4344,1.4274,1.4174,1.4159,1.4134,1.4203,1.4191,1.4119,1.409,1.404,1.3973,1.398,1.3948,1.3958,1.3911,1.3869,1.3852,1.3777,1.3786,1.402,1.3931,1.3996,1.3719,1.3806,1.3804,1.3737,1.3699,1.3687,1.3658,1.362
C3,0.1714,0.1831,0.1889,0.1995,0.2133,0.2283,0.2466,0.268,0.2919,0.3208,0.3513,0.38,0.4151,0.4472,0.4893,0.5358,0.584,0.6305,0.6826,0.7243,0.7596,0.7974,0.841,0.8918,0.941,0.9834,1.0291,1.0672,1.1048,1.14,1.1627,1.1797,1.1999,1.2245,1.2578,1.2895,1.3234,1.3487,1.3807,1.4047,1.4266,1.4391,1.4492,1.4559,1.4599,1.4633,1.4635,1.4639,1.4668,1.4699,1.4744,1.4801,1.4844,1.4905,1.4945,1.5017,1.5082,1.5132,1.5189,1.5244,1.5332,1.5413,1.5491,1.5464,1.5491,1.5386,1.5364,1.5315,1.5298,1.5242,1.5171,1.5077,1.5046,1.5091,1.5092,1.5057,1.5141,1.5062,1.4955,1.4997,1.5108,1.4844,1.4827,1.4806,1.4779,1.4722,1.471,1.4697,1.4646,1.4621,1.4639,1.4615,1.46,1.4547,1.452,1.4486,1.4441,1.4362,1.4283,1.4247,1.4221,1.4237,1.4198,1.4184,1.4166,1.4151,1.4124,1.4119,1.41,1.4118,1.4105,1.4095,1.4071,1.4043,1.4041,1.4036,1.4028,1.3992,1.3983,1.3946,1.3931,1.3908,1.3873,1.3851,1.3845,1.3815
C4,0.1865,0.1948,0.1975,0.2003,0.2029,0.2073,0.2112,0.2165,0.2236,0.2318,0.2399,0.2506,0.2619,0.2707,0.278,0.2856,0.2959,0.3077,0.3209,0.3343,0.3507,0.3675,0.3865,0.4057,0.4264,0.4489,0.4763,0.5037,0.5344,0.565,0.5951,0.6291,0.6653,0.6988,0.7332,0.7686,0.8006,0.8255,0.8469,0.8726,0.8976,0.9251,0.953,0.983,1.0075,1.0324,1.0556,1.079,1.1,1.1209,1.1395,1.1562,1.1713,1.1868,1.202,1.2173,1.2259,1.2288,1.2315,1.2361,1.2412,1.2464,1.2547,1.2647,1.2712,1.279,1.2864,1.2941,1.3005,1.3085,1.3153,1.3242,1.3302,1.3384,1.3462,1.3559,1.3649,1.3761,1.3866,1.3969,1.4057,1.416,1.4271,1.4336,1.4402,1.4511,1.4597,1.4658,1.4702,1.4737,1.4773,1.4833,1.4854,1.4844,1.4835,1.4835,1.4778,1.4805,1.4794,1.4729,1.468,1.4689,1.4609,1.461,1.461,1.4552,1.4492,1.4429,1.4376,1.436,1.4293,1.4271,1.4228,1.4172,1.4239,1.4207,1.4155,1.4133,1.4097,1.4019,1.4025,1.3985,1.3929,1.3879,1.3841,1.3772
C5,0.1447,0.1551,0.1629,0.1727,0.1831,0.1945,0.2081,0.2228,0.2401,0.2607,0.282,0.3068,0.335,0.3657,0.4003,0.4327,0.4675,0.505,0.5496,0.5938,0.6428,0.6885,0.7333,0.7773,0.8149,0.8433,0.8743,0.9128,0.9542,1,1.0419,1.0862,1.1349,1.1772,1.2147,1.2455,1.2711,1.2849,1.2856,1.2916,1.3013,1.316,1.3322,1.3554,1.3802,1.403,1.4324,1.4542,1.4815,1.5034,1.5291,1.5463,1.5647,1.5761,1.588,1.5981,1.6068,1.6123,1.6182,1.6239,1.63,1.6313,1.6363,1.6438,1.645,1.648,1.653,1.6538,1.6572,1.6634,1.6641,1.6665,1.6709,1.6725,1.6735,1.6802,1.685,1.6872,1.693,1.6985,1.7051,1.7098,1.7143,1.7199,1.724,1.7287,1.7334,1.7353,1.739,1.7423,1.7441,1.7452,1.7489,1.7506,1.7485,1.7499,1.7486,1.7493,1.7498,1.7489,1.7478,1.748,1.7468,1.746,1.7476,1.7473,1.7496,1.7495,1.7489,1.7488,1.7492,1.7478,1.7468,1.7447,1.7437,1.7449,1.7431,1.7423,1.7486,1.7477,1.7473,1.7456,1.7432,1.7422,1.7405,1.7442
C6,0.2099,0.2268,0.2345,0.2436,0.2537,0.2667,0.2798,0.295,0.3101,0.3263,0.3448,0.3621,0.3831,0.4039,0.4292,0.4525,0.4824,0.5129,0.5491,0.5854,0.6257,0.666,0.7037,0.7428,0.7826,0.8223,0.8526,0.8823,0.9137,0.9459,0.9786,1.0102,1.041,1.0663,1.0928,1.1165,1.137,1.1551,1.1658,1.1567,1.1524,1.1566,1.1613,1.1711,1.1817,1.1913,1.2011,1.2117,1.2229,1.2345,1.2452,1.2572,1.2752,1.2919,1.3104,1.3342,1.3578,1.3811,1.399,1.4139,1.4276,1.4387,1.4528,1.4662,1.4791,1.4896,1.499,1.5072,1.5187,1.5278,1.533,1.5399,1.5441,1.5446,1.5451,1.5472,1.5467,1.5454,1.547,1.5484,1.5508,1.5512,1.5531,1.554,1.555,1.5586,1.5617,1.5665,1.5702,1.5738,1.5788,1.5795,1.5841,1.5862,1.5951,1.6042,1.6086,1.6164,1.6231,1.6273,1.6347,1.6416,1.6452,1.653,1.6578,1.6623,1.6678,1.672,1.6761,1.6788,1.6814,1.6856,1.6893,1.688,1.6899,1.6906,1.6899,1.6903,1.6907,1.6892,1.6891,1.6914,1.6897,1.6861,1.6876,1.687
C7,0.1721,0.1863,0.1976,0.2194,0.2362,0.2617,0.2755,0.286,0.29,0.3089,0.3294,0.3528,0.3783,0.4061,0.4394,0.4775,0.518,0.558,0.6021,0.6477,0.6965,0.7322,0.7665,0.803,0.8443,0.8965,0.9517,0.9921,1.0309,1.0721,1.0973,1.1222,1.1509,1.1634,1.172,1.1931,1.2152,1.2414,1.2683,1.2937,1.3156,1.3408,1.3592,1.37,1.3812,1.3879,1.3961,1.4029,1.4099,1.4163,1.4219,1.4275,1.4349,1.4437,1.4528,1.465,1.4706,1.4749,1.4795,1.4865,1.491,1.498,1.5041,1.5145,1.5219,1.5288,1.5386,1.5469,1.5559,1.5618,1.5706,1.5763,1.5829,1.5878,1.5937,1.598,1.6021,1.6058,1.607,1.611,1.6112,1.6139,1.6117,1.6101,1.6094,1.6079,1.6059,1.6029,1.5998,1.5993,1.5978,1.5969,1.5966,1.5942,1.5924,1.5924,1.5896,1.5892,1.5868,1.5851,1.5821,1.5831,1.5817,1.5806,1.5804,1.5791,1.5785,1.581,1.5806,1.5798,1.5789,1.5794,1.5781,1.5777,1.5767,1.5767,1.5752,1.5749,1.5743,1.576,1.5752,1.5762,1.5768,1.5748,1.5748,1.5737
C8,0.1425,0.147,0.1534,0.1605,0.1688,0.1787,0.191,0.2055,0.223,0.244,0.2663,0.2895,0.3172,0.341,0.3703,0.4065,0.4451,0.4847,0.5286,0.5724,0.6219,0.6669,0.7006,0.7323,0.772,0.8209,0.8771,0.9251,0.9695,1.0106,1.0478,1.0779,1.1109,1.122,1.141,1.1708,1.2023,1.2345,1.2612,1.2855,1.3062,1.3249,1.3416,1.3579,1.3721,1.3853,1.3985,1.4114,1.4227,1.4325,1.4444,1.4547,1.465,1.4748,1.4843,1.4949,1.5049,1.5118,1.5197,1.5262,1.5335,1.5405,1.5495,1.5591,1.5655,1.5728,1.5797,1.5845,1.5898,1.5931,1.5968,1.6015,1.6045,1.6081,1.6104,1.6128,1.6136,1.6144,1.6146,1.6148,1.6152,1.614,1.6137,1.6137,1.6106,1.6095,1.6095,1.6081,1.6093,1.6064,1.6049,1.6032,1.6016,1.5981,1.5957,1.5946,1.5931,1.5915,1.5894,1.5882,1.5878,1.5859,1.5848,1.584,1.583,1.5813,1.5809,1.5793,1.5778,1.5769,1.5765,1.5754,1.5753,1.5735,1.5728,1.5727,1.5725,1.5717,1.5726,1.5731,1.5712,1.5708,1.5579,1.5563,1.556,1.5549
C9,0.1181,0.1223,0.1271,0.1334,0.1392,0.1458,0.1548,0.1636,0.1743,0.1852,0.1992,0.2133,0.2315,0.2508,0.2737,0.296,0.3194,0.3451,0.3761,0.4105,0.4518,0.493,0.5388,0.5852,0.631,0.6665,0.6998,0.7357,0.7795,0.8341,0.8887,0.9341,0.9747,1.0168,1.0388,1.0662,1.0822,1.1101,1.1188,1.1443,1.1789,1.2185,1.2672,1.2916,1.3242,1.3491,1.3728,1.3925,1.4051,1.4166,1.4265,1.4362,1.4417,1.4488,1.4567,1.4627,1.4706,1.4771,1.4841,1.4927,1.4999,1.5067,1.5141,1.5204,1.5261,1.5328,1.5377,1.5398,1.545,1.5493,1.5525,1.5579,1.5659,1.5713,1.5784,1.5881,1.5927,1.5986,1.6061,1.6104,1.6168,1.6221,1.6235,1.6259,1.6256,1.627,1.6285,1.6286,1.6287,1.6273,1.6267,1.6259,1.6234,1.6207,1.6186,1.6186,1.6149,1.6132,1.6139,1.6124,1.613,1.6116,1.6106,1.6111,1.6057,1.6075,1.6051,1.6037,1.6009,1.6018,1.6014,1.5983,1.5976,1.597,1.5947,1.5946,1.5949,1.5968,1.5931,1.5939,1.5934,1.5924,1.5913,1.591,1.5912,1.5906
C10,0.1546,0.1699,0.1888,0.2089,0.2308,0.2541,0.2783,0.3038,0.3315,0.3615,0.3934,0.428,0.4635,0.5013,0.5449,0.5904,0.6432,0.6919,0.7417,0.7921,0.8421,0.8863,0.9276,0.973,1.0257,1.076,1.1206,1.1642,1.1983,1.2343,1.2616,1.2875,1.3093,1.3253,1.3293,1.3339,1.3473,1.3664,1.3922,1.4234,1.4535,1.4814,1.5051,1.5269,1.5499,1.5687,1.5852,1.6007,1.6135,1.6255,1.6346,1.6459,1.6507,1.6568,1.6596,1.6604,1.6625,1.6638,1.6646,1.6644,1.664,1.6636,1.6655,1.6676,1.6692,1.672,1.6751,1.6786,1.6838,1.6879,1.6931,1.6971,1.7033,1.7094,1.7172,1.721,1.7251,1.7303,1.7335,1.738,1.7391,1.7425,1.7454,1.7469,1.7467,1.7484,1.7497,1.7495,1.7493,1.7488,1.7479,1.7452,1.7453,1.7449,1.7434,1.7408,1.7408,1.7409,1.7389,1.7383,1.737,1.7374,1.7339,1.7341,1.7324,1.7319,1.7317,1.7301,1.7301,1.7291,1.728,1.7254,1.7242,1.7228,1.7216,1.7209,1.7197,1.7196,1.7174,1.7171,1.716,1.7158,1.7142,1.7127,1.7094,1.7092
